Customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST01037,340,1,96.56,2,1,1,211,At-Risk
CUST01038,130,2,190.03,3,1,2,312,One-Time Buyers
CUST01039,39,6,569.5799999999999,5,5,5,555,High-Value Champions
CUST01040,450,1,92.8,1,1,1,111,At-Risk
CUST01041,35,3,281.92,5,3,2,532,Loyal Customers
CUST01042,470,2,190.56,1,1,2,112,At-Risk
CUST01043,85,4,384.26,4,4,4,444,High-Value Champions
CUST01044,139,6,573.15,3,5,5,355,Loyal Customers
CUST01045,42,3,285.68,5,3,3,533,Loyal Customers
CUST01046,188,3,288.47,3,3,3,333,Loyal Customers
CUST01047,408,2,190.76999999999998,1,1,2,112,At-Risk
CUST01048,16,6,573.4,5,5,5,555,High-Value Champions
CUST01049,461,3,289.73,1,3,4,134,Others
CUST01050,467,1,92.8,1,1,1,111,At-Risk
CUST01051,583,1,94.45,1,1,1,111,At-Risk
CUST01052,154,4,384.49,3,4,4,344,Loyal Customers
CUST01053,68,5,473.82,4,5,5,455,High-Value Champions
CUST01055,601,1,97.23,1,1,1,111,At-Risk
CUST01056,45,5,477.94,5,5,5,555,High-Value Champions
CUST01057,39,4,383.58,5,4,4,544,High-Value Champions
CUST01058,93,3,286.01,4,3,3,433,Loyal Customers
CUST01059,568,2,192.36,1,1,2,112,At-Risk
CUST01060,91,3,287.79,4,3,3,433,Loyal Customers
CUST01061,567,1,96.11,1,1,1,111,At-Risk
CUST01062,259,4,379.1,2,4,4,244,Others
CUST01064,68,1,96.11,4,1,1,411,One-Time Buyers
CUST01065,361,1,94.45,1,1,1,111,At-Risk
CUST01067,24,1,92.8,5,1,1,511,One-Time Buyers
CUST01068,130,2,190.78,3,1,2,312,One-Time Buyers
CUST01069,517,2,189.32999999999998,1,1,1,111,At-Risk
CUST01070,103,2,190.34,4,1,2,412,One-Time Buyers
CUST01071,64,4,381.81,4,4,4,444,High-Value Champions
CUST01072,164,3,286.59000000000003,3,3,3,333,Loyal Customers
CUST01073,138,4,382.24,3,4,4,344,Loyal Customers
CUST01074,102,5,472.26,4,5,5,455,High-Value Champions
CUST01075,52,2,193.48000000000002,4,1,2,412,One-Time Buyers
CUST01076,362,3,290.71000000000004,1,3,4,134,Others
CUST01077,6,3,287.12,5,3,3,533,Loyal Customers
CUST01078,476,1,92.8,1,1,1,111,At-Risk
CUST01079,647,1,96.25,1,1,1,111,At-Risk
CUST01080,250,1,96.56,2,1,1,211,At-Risk
CUST01081,315,6,570.6,2,5,5,255,Others
CUST01082,528,3,289.68,1,3,4,134,Others
CUST01083,314,5,478.04,2,5,5,255,Others
CUST01084,10,3,286.56,5,3,3,533,Loyal Customers
CUST01085,90,4,384.92,4,4,4,444,High-Value Champions
CUST01086,63,3,283.36,4,3,3,433,Loyal Customers
CUST01087,106,2,190.76999999999998,4,1,2,412,One-Time Buyers
CUST01088,580,1,94.67,1,1,1,111,At-Risk
CUST01089,195,4,382.89,3,4,4,344,Loyal Customers
CUST01090,126,3,285.8,3,3,3,333,Loyal Customers
CUST01091,274,2,188.91,2,1,1,211,At-Risk
CUST01092,330,1,94.45,2,1,1,211,At-Risk
CUST01093,443,3,285.8,1,3,3,133,Others
CUST01094,359,2,192.11,1,1,2,112,At-Risk
CUST01095,229,3,288.78,2,3,4,234,Others
CUST01096,162,4,379.92,3,4,4,344,Loyal Customers
CUST01097,320,2,189.34,2,1,2,212,At-Risk
CUST01098,59,5,474.55,4,5,5,455,High-Value Champions
CUST01100,285,1,96.25,2,1,1,211,At-Risk
CUST01101,277,4,379.47,2,4,4,244,Others
CUST01102,3,4,383.06,5,4,4,544,High-Value Champions
CUST01103,228,3,288.03,2,3,3,233,Others
CUST01104,121,3,286.32,3,3,3,333,Loyal Customers
CUST01105,449,1,96.11,1,1,1,111,At-Risk
CUST01106,47,2,193.79000000000002,5,1,2,512,One-Time Buyers
CUST01107,195,5,478.13,3,5,5,355,Loyal Customers
CUST01108,310,2,187.68,2,1,1,211,At-Risk
CUST01109,255,4,382.0,2,4,4,244,Others
CUST01110,188,2,190.03,3,1,2,312,One-Time Buyers
CUST01111,7,7,667.95,5,5,5,555,High-Value Champions
CUST01112,26,1,94.67,5,1,1,511,One-Time Buyers
CUST01113,119,1,95.89,3,1,1,311,One-Time Buyers
CUST01114,708,1,97.23,1,1,1,111,At-Risk
CUST01115,314,1,94.67,2,1,1,211,At-Risk
CUST01116,68,3,286.23,4,3,3,433,Loyal Customers
CUST01117,191,3,283.57,3,3,3,333,Loyal Customers
CUST01118,324,3,285.68,2,3,3,233,Others
CUST01119,287,1,96.56,2,1,1,211,At-Risk
CUST01120,703,1,96.56,1,1,1,111,At-Risk
CUST01121,690,1,96.11,1,1,1,111,At-Risk
CUST01123,71,8,758.17,4,5,5,455,High-Value Champions
CUST01124,31,4,379.36,5,4,4,544,High-Value Champions
CUST01125,12,1,94.67,5,1,1,511,One-Time Buyers
CUST01127,3,6,576.46,5,5,5,555,High-Value Champions
CUST01129,106,3,285.65,4,3,3,433,Loyal Customers
CUST01130,62,4,383.01,4,4,4,444,High-Value Champions
CUST01132,23,1,96.25,5,1,1,511,One-Time Buyers
CUST01133,342,3,281.49,2,3,2,232,Others
CUST01134,246,8,759.51,2,5,5,255,Others
CUST01135,11,5,477.24,5,5,5,555,High-Value Champions
CUST01136,480,1,92.8,1,1,1,111,At-Risk
CUST01137,140,1,96.11,3,1,1,311,One-Time Buyers
CUST01138,180,5,481.8,3,5,5,355,Loyal Customers
CUST01139,20,1,92.8,5,1,1,511,One-Time Buyers
CUST01140,174,4,379.03,3,4,4,344,Loyal Customers
CUST01141,328,3,286.01,2,3,3,233,Others
CUST01142,293,3,285.65,2,3,3,233,Others
CUST01143,53,3,287.26,4,3,3,433,Loyal Customers
CUST01144,334,3,288.03,2,3,3,233,Others
CUST01145,383,2,190.92000000000002,1,1,2,112,At-Risk
CUST01146,101,5,474.8,4,5,5,455,High-Value Champions
CUST01147,125,1,94.67,3,1,1,311,One-Time Buyers
CUST01148,39,5,481.05,5,5,5,555,High-Value Champions
CUST01149,237,1,94.67,2,1,1,211,At-Risk
CUST01150,127,3,289.9,3,3,4,334,Loyal Customers
CUST01152,708,1,96.11,1,1,1,111,At-Risk
CUST01153,112,4,380.46,4,4,4,444,High-Value Champions
CUST01154,118,4,383.92,3,4,4,344,Loyal Customers
CUST01155,403,4,378.90999999999997,1,4,4,144,Others
CUST01156,305,8,762.5699999999999,2,5,5,255,Others
CUST01157,369,4,383.59000000000003,1,4,4,144,Others
CUST01158,26,3,287.93,5,3,3,533,Loyal Customers
CUST01159,21,5,481.34000000000003,5,5,5,555,High-Value Champions
CUST01160,111,4,383.9,4,4,4,444,High-Value Champions
CUST01161,144,2,190.34,3,1,2,312,One-Time Buyers
CUST01162,49,4,376.83,4,4,4,444,High-Value Champions
CUST01163,22,3,285.65,5,3,3,533,Loyal Customers
CUST01164,330,1,94.67,2,1,1,211,At-Risk
CUST01165,296,5,473.15,2,5,5,255,Others
CUST01166,129,5,481.34000000000003,3,5,5,355,Loyal Customers
CUST01168,6,2,187.25,5,1,1,511,One-Time Buyers
CUST01169,135,3,286.35,3,3,3,333,Loyal Customers
CUST01170,97,5,477.51,4,5,5,455,High-Value Champions
CUST01171,60,3,284.22,4,3,3,433,Loyal Customers
CUST01172,72,3,286.81,4,3,3,433,Loyal Customers
CUST01173,254,3,284.48,2,3,3,233,Others
CUST01174,46,4,376.37,5,4,4,544,High-Value Champions
CUST01175,113,6,574.26,4,5,5,455,High-Value Champions
CUST01176,419,2,193.34,1,1,2,112,At-Risk
CUST01177,82,3,285.68,4,3,3,433,Loyal Customers
CUST01178,22,7,670.49,5,5,5,555,High-Value Champions
CUST01179,62,4,376.61,4,4,4,444,High-Value Champions
CUST01180,52,3,288.22,4,3,3,433,Loyal Customers
CUST01181,90,7,665.5,4,5,5,455,High-Value Champions
CUST01182,70,3,285.01,4,3,3,433,Loyal Customers
CUST01183,325,3,287.48,2,3,3,233,Others
CUST01184,148,8,759.18,3,5,5,355,Loyal Customers
CUST01185,279,2,190.99,2,1,2,212,At-Risk
CUST01186,508,1,94.88,1,1,1,111,At-Risk
CUST01187,171,3,285.58,3,3,3,333,Loyal Customers
CUST01188,114,4,381.47,4,4,4,444,High-Value Champions
CUST01189,624,2,190.99,1,1,2,112,At-Risk
CUST01190,329,4,376.38,2,4,4,244,Others
CUST01191,8,5,474.35,5,5,5,555,High-Value Champions
CUST01192,103,4,380.75,4,4,4,444,High-Value Champions
CUST01193,143,2,192.81,3,1,2,312,One-Time Buyers
CUST01194,332,3,287.79,2,3,3,233,Others
CUST01195,20,4,378.17,5,4,4,544,High-Value Champions
CUST01196,310,4,382.24,2,4,4,244,Others
CUST01197,146,2,190.03,3,1,2,312,One-Time Buyers
CUST01198,167,6,570.76,3,5,5,355,Loyal Customers
CUST01199,103,3,285.47,4,3,3,433,Loyal Customers
CUST01200,195,2,189.05,3,1,1,311,One-Time Buyers
CUST01201,18,2,193.12,5,1,2,512,One-Time Buyers
CUST01202,220,2,190.56,2,1,2,212,At-Risk
CUST01203,321,4,381.23,2,4,4,244,Others
CUST01204,586,2,190.99,1,1,2,112,At-Risk
CUST01205,95,4,380.68,4,4,4,444,High-Value Champions
CUST01206,48,2,193.34,5,1,2,512,One-Time Buyers
CUST01207,362,1,95.89,1,1,1,111,At-Risk
CUST01208,88,3,285.87,4,3,3,433,Loyal Customers
CUST01209,106,4,378.03,4,4,4,444,High-Value Champions
CUST01210,12,4,382.78,5,4,4,544,High-Value Champions
CUST01211,152,3,284.43,3,3,3,333,Loyal Customers
CUST01213,527,2,190.56,1,1,2,112,At-Risk
CUST01214,696,1,92.8,1,1,1,111,At-Risk
CUST01215,151,4,381.58,3,4,4,344,Loyal Customers
CUST01216,214,3,284.01,2,3,3,233,Others
CUST01217,5,6,575.27,5,5,5,555,High-Value Champions
CUST01218,64,5,478.47,4,5,5,455,High-Value Champions
CUST01219,332,2,190.92000000000002,2,1,2,212,At-Risk
CUST01220,52,3,288.01,4,3,3,433,Loyal Customers
CUST01221,403,1,94.88,1,1,1,111,At-Risk
CUST01223,51,5,475.72,4,5,5,455,High-Value Champions
CUST01224,170,4,382.67,3,4,4,344,Loyal Customers
CUST01225,37,8,767.28,5,5,5,555,High-Value Champions
CUST01226,118,2,187.47,3,1,1,311,One-Time Buyers
CUST01227,166,5,482.68,3,5,5,355,Loyal Customers
CUST01228,486,3,285.58,1,3,3,133,Others
CUST01229,73,6,576.78,4,5,5,455,High-Value Champions
CUST01230,256,5,471.25,2,5,5,255,Others
CUST01231,204,2,192.36,2,1,2,212,At-Risk
CUST01232,360,1,94.67,1,1,1,111,At-Risk
CUST01233,17,4,383.23,5,4,4,544,High-Value Champions
CUST01234,99,4,384.9,4,4,4,444,High-Value Champions
CUST01235,261,4,378.45,2,4,4,244,Others
CUST01236,88,4,378.24,4,4,4,444,High-Value Champions
CUST01237,167,3,287.1,3,3,3,333,Loyal Customers
CUST01238,126,2,190.56,3,1,2,312,One-Time Buyers
CUST01239,27,2,188.69,5,1,1,511,One-Time Buyers
CUST01241,364,2,193.12,1,1,2,112,At-Risk
CUST01242,354,2,192.0,1,1,2,112,At-Risk
CUST01243,232,7,664.5699999999999,2,5,5,255,Others
CUST01244,5,6,571.6,5,5,5,555,High-Value Champions
CUST01245,646,1,94.45,1,1,1,111,At-Risk
CUST01246,51,2,191.9,4,1,2,412,One-Time Buyers
CUST01247,404,2,185.6,1,1,1,111,At-Risk
CUST01248,249,3,288.11,2,3,3,233,Others
CUST01249,26,4,383.23,5,4,4,544,High-Value Champions
CUST01250,181,4,383.15,3,4,4,344,Loyal Customers
CUST01252,0,6,574.96,5,5,5,555,High-Value Champions
CUST01253,92,1,96.11,4,1,1,411,One-Time Buyers
CUST01254,106,2,192.45,4,1,2,412,One-Time Buyers
CUST01255,161,4,379.61,3,4,4,344,Loyal Customers
CUST01257,1,2,190.56,5,1,2,512,One-Time Buyers
CUST01258,267,3,285.44,2,3,3,233,Others
CUST01260,31,3,286.13,5,3,3,533,Loyal Customers
CUST01261,140,4,378.67,3,4,4,344,Loyal Customers
CUST01262,622,2,190.03,1,1,2,112,At-Risk
CUST01264,117,5,476.24,3,5,5,355,Loyal Customers
CUST01265,488,1,96.11,1,1,1,111,At-Risk
CUST01266,361,3,283.36,1,3,3,133,Others
CUST01267,503,3,289.59000000000003,1,3,4,134,Others
CUST01268,73,2,192.81,4,1,2,412,One-Time Buyers
CUST01269,170,4,381.55,3,4,4,344,Loyal Customers
CUST01270,54,4,386.82,4,4,5,445,High-Value Champions
CUST01271,260,3,284.94,2,3,3,233,Others
CUST01272,295,4,383.12,2,4,4,244,Others
CUST01274,75,3,289.45,4,3,4,434,Loyal Customers
CUST01275,2,5,471.21,5,5,5,555,High-Value Champions
CUST01276,99,4,376.59,4,4,4,444,High-Value Champions
CUST01278,304,2,193.12,2,1,2,212,At-Risk
CUST01279,265,3,285.46000000000004,2,3,3,233,Others
CUST01280,6,6,573.95,5,5,5,555,High-Value Champions
CUST01281,13,2,190.99,5,1,2,512,One-Time Buyers
CUST01284,202,4,377.01,2,4,4,244,Others
CUST01285,41,4,378.65999999999997,5,4,4,544,High-Value Champions
CUST01286,5,3,289.73,5,3,4,534,Loyal Customers
CUST01287,67,5,474.99,4,5,5,455,High-Value Champions
CUST01288,80,8,764.01,4,5,5,455,High-Value Champions
CUST01289,447,2,191.23000000000002,1,1,2,112,At-Risk
CUST01290,38,8,757.41,5,5,5,555,High-Value Champions
CUST01291,101,3,284.03,4,3,3,433,Loyal Customers
CUST01292,386,2,192.36,1,1,2,112,At-Risk
CUST01293,14,2,191.01,5,1,2,512,One-Time Buyers
CUST01295,212,5,475.72,2,5,5,255,Others
CUST01296,246,6,570.6,2,5,5,255,Others
CUST01297,64,2,192.14,4,1,2,412,One-Time Buyers
CUST01298,318,5,477.48,2,5,5,255,Others
CUST01299,226,3,285.8,2,3,3,233,Others
CUST01300,149,5,478.65999999999997,3,5,5,355,Loyal Customers
CUST01301,596,1,92.8,1,1,1,111,At-Risk
CUST01302,296,2,193.79000000000002,2,1,2,212,At-Risk
CUST01303,48,4,384.49,5,4,4,544,High-Value Champions
CUST01304,207,4,381.04,2,4,4,244,Others
CUST01306,68,5,475.14,4,5,5,455,High-Value Champions
CUST01307,224,3,288.7,2,3,4,234,Others
CUST01308,0,3,287.57,5,3,3,533,Loyal Customers
CUST01309,155,5,478.59000000000003,3,5,5,355,Loyal Customers
CUST01310,222,2,187.68,2,1,1,211,At-Risk
CUST01311,129,3,283.5,3,3,3,333,Loyal Customers
CUST01312,164,5,477.15,3,5,5,355,Loyal Customers
CUST01313,94,8,767.38,4,5,5,455,High-Value Champions
CUST01314,3,1,94.45,5,1,1,511,One-Time Buyers
CUST01315,153,5,477.44,3,5,5,355,Loyal Customers
CUST01316,344,2,191.44,1,1,2,112,At-Risk
CUST01317,0,3,289.23,5,3,4,534,Loyal Customers
CUST01318,29,6,576.27,5,5,5,555,High-Value Champions
CUST01319,157,3,284.0,3,3,3,333,Loyal Customers
CUST01320,46,5,477.90999999999997,5,5,5,555,High-Value Champions
CUST01321,409,4,382.90999999999997,1,4,4,144,Others
CUST01322,40,4,385.02,5,4,4,544,High-Value Champions
CUST01323,295,2,190.99,2,1,2,212,At-Risk
CUST01324,377,3,288.7,1,3,4,134,Others
CUST01325,179,2,187.68,3,1,1,311,One-Time Buyers
CUST01326,353,1,97.23,1,1,1,111,At-Risk
CUST01327,202,2,190.34,2,1,2,212,At-Risk
CUST01328,168,3,290.04,3,3,4,334,Loyal Customers
CUST01330,212,1,96.25,2,1,1,211,At-Risk
CUST01331,704,1,95.89,1,1,1,111,At-Risk
CUST01332,45,4,380.11,5,4,4,544,High-Value Champions
CUST01333,63,2,192.14,4,1,2,412,One-Time Buyers
CUST01334,104,3,285.44,4,3,3,433,Loyal Customers
CUST01335,632,1,94.67,1,1,1,111,At-Risk
CUST01336,384,2,189.36,1,1,2,112,At-Risk
CUST01337,360,1,96.56,1,1,1,111,At-Risk
CUST01338,196,3,286.56,3,3,3,333,Loyal Customers
CUST01339,287,4,375.94,2,4,4,244,Others
CUST01340,71,3,283.81,4,3,3,433,Loyal Customers
CUST01341,417,1,97.23,1,1,1,111,At-Risk
CUST01342,65,3,282.15999999999997,4,3,3,433,Loyal Customers
CUST01344,75,5,482.18,4,5,5,455,High-Value Champions
CUST01345,328,3,286.78,2,3,3,233,Others
CUST01346,11,2,189.32999999999998,5,1,1,511,One-Time Buyers
CUST01347,438,1,92.8,1,1,1,111,At-Risk
CUST01348,270,2,191.13,2,1,2,212,At-Risk
CUST01349,299,1,96.25,2,1,1,211,At-Risk
CUST01350,182,2,187.68,3,1,1,311,One-Time Buyers
CUST01351,209,1,95.89,2,1,1,211,At-Risk
CUST01352,246,3,286.67,2,3,3,233,Others
CUST01353,311,1,97.23,2,1,1,211,At-Risk
CUST01354,215,3,284.7,2,3,3,233,Others
CUST01355,279,3,288.0,2,3,3,233,Others
CUST01356,208,2,185.6,2,1,1,211,At-Risk
CUST01357,663,1,94.45,1,1,1,111,At-Risk
CUST01358,116,3,284.8,3,3,3,333,Loyal Customers
CUST01359,134,2,188.69,3,1,1,311,One-Time Buyers
CUST01360,50,2,191.9,4,1,2,412,One-Time Buyers
CUST01361,144,4,382.46000000000004,3,4,4,344,Loyal Customers
CUST01362,211,3,281.71,2,3,2,232,Others
CUST01363,237,7,669.14,2,5,5,255,Others
CUST01364,344,1,97.23,1,1,1,111,At-Risk
CUST01365,197,5,476.24,3,5,5,355,Loyal Customers
CUST01366,102,3,285.23,4,3,3,433,Loyal Customers
CUST01367,92,3,285.46000000000004,4,3,3,433,Loyal Customers
CUST01369,233,2,190.56,2,1,2,212,At-Risk
CUST01370,19,6,574.16,5,5,5,555,High-Value Champions
CUST01371,62,4,379.47,4,4,4,444,High-Value Champions
CUST01372,138,4,380.73,3,4,4,344,Loyal Customers
CUST01373,192,2,192.22,3,1,2,312,One-Time Buyers
CUST01374,454,1,96.25,1,1,1,111,At-Risk
CUST01375,411,2,193.12,1,1,2,112,At-Risk
CUST01376,586,1,94.88,1,1,1,111,At-Risk
CUST01377,555,2,192.67000000000002,1,1,2,112,At-Risk
CUST01378,234,8,769.9300000000001,2,5,5,255,Others
CUST01379,320,4,379.83,2,4,4,244,Others
CUST01380,311,3,284.7,2,3,3,233,Others
CUST01381,478,2,190.03,1,1,2,112,At-Risk
CUST01382,495,2,192.45,1,1,2,112,At-Risk
CUST01383,418,2,192.11,1,1,2,112,At-Risk
CUST01384,193,5,474.91999999999996,3,5,5,355,Loyal Customers
CUST01386,39,4,380.90999999999997,5,4,4,544,High-Value Champions
CUST01387,34,4,378.39,5,4,4,544,High-Value Champions
CUST01388,398,1,97.23,1,1,1,111,At-Risk
CUST01389,132,3,283.5,3,3,3,333,Loyal Customers
CUST01391,183,2,193.79000000000002,3,1,2,312,One-Time Buyers
CUST01392,25,5,475.81,5,5,5,555,High-Value Champions
CUST01393,79,2,190.34,4,1,2,412,One-Time Buyers
CUST01394,403,3,288.78,1,3,4,134,Others
CUST01395,323,2,192.11,2,1,2,212,At-Risk
CUST01396,75,4,382.24,4,4,4,444,High-Value Champions
CUST01397,274,1,97.23,2,1,1,211,At-Risk
CUST01398,380,2,190.7,1,1,2,112,At-Risk
CUST01399,117,3,285.22,3,3,3,333,Loyal Customers
CUST01400,222,2,193.12,2,1,2,212,At-Risk
CUST01401,380,2,190.03,1,1,2,112,At-Risk
CUST01402,491,2,192.14,1,1,2,112,At-Risk
CUST01403,72,3,289.23,4,3,4,434,Loyal Customers
CUST01404,50,7,670.1800000000001,4,5,5,455,High-Value Champions
CUST01405,131,2,191.9,3,1,2,312,One-Time Buyers
CUST01406,166,5,475.5,3,5,5,355,Loyal Customers
CUST01407,31,3,287.26,5,3,3,533,Loyal Customers
CUST01408,19,4,381.90999999999997,5,4,4,544,High-Value Champions
CUST01409,668,2,185.6,1,1,1,111,At-Risk
CUST01410,405,3,287.38,1,3,3,133,Others
CUST01411,189,5,477.46000000000004,3,5,5,355,Loyal Customers
CUST01412,211,4,383.13,2,4,4,244,Others
CUST01413,5,1,92.8,5,1,1,511,One-Time Buyers
CUST01414,121,6,574.56,3,5,5,355,Loyal Customers
CUST01415,22,4,382.17,5,4,4,544,High-Value Champions
CUST01416,104,3,287.12,4,3,3,433,Loyal Customers
CUST01417,129,4,383.63,3,4,4,344,Loyal Customers
CUST01418,181,3,284.7,3,3,3,333,Loyal Customers
CUST01419,353,2,190.7,1,1,2,112,At-Risk
CUST01420,2,3,285.23,5,3,3,533,Loyal Customers
CUST01421,293,1,96.11,2,1,1,211,At-Risk
CUST01422,120,3,283.57,3,3,3,333,Loyal Customers
CUST01423,138,3,287.79,3,3,3,333,Loyal Customers
CUST01424,72,4,381.36,4,4,4,444,High-Value Champions
CUST01425,94,5,478.92,4,5,5,455,High-Value Champions
CUST01426,81,3,288.7,4,3,4,434,Loyal Customers
CUST01427,204,2,188.9,2,1,1,211,At-Risk
CUST01428,200,3,283.5,3,3,3,333,Loyal Customers
CUST01429,160,2,190.34,3,1,2,312,One-Time Buyers
CUST01430,152,6,571.34,3,5,5,355,Loyal Customers
CUST01431,28,3,286.14,5,3,3,533,Loyal Customers
CUST01432,574,2,192.0,1,1,2,112,At-Risk
CUST01433,48,2,191.01,5,1,2,512,One-Time Buyers
CUST01434,129,3,283.58,3,3,3,333,Loyal Customers
CUST01435,161,4,379.82,3,4,4,344,Loyal Customers
CUST01436,75,5,480.38,4,5,5,455,High-Value Champions
CUST01437,269,2,191.44,2,1,2,212,At-Risk
CUST01438,32,2,190.92000000000002,5,1,2,512,One-Time Buyers
CUST01439,332,2,190.99,2,1,2,212,At-Risk
CUST01440,236,3,286.67,2,3,3,233,Others
CUST01441,418,3,289.68,1,3,4,134,Others
CUST01442,659,1,96.25,1,1,1,111,At-Risk
CUST01443,1,2,188.69,5,1,1,511,One-Time Buyers
CUST01444,230,2,187.25,2,1,1,211,At-Risk
CUST01446,100,4,381.57,4,4,4,444,High-Value Champions
CUST01447,10,2,192.0,5,1,2,512,One-Time Buyers
CUST01448,30,4,379.89,5,4,4,544,High-Value Champions
CUST01449,145,4,380.95,3,4,4,344,Loyal Customers
CUST01450,184,3,288.01,3,3,3,333,Loyal Customers
CUST01451,45,7,671.61,5,5,5,555,High-Value Champions
CUST01452,286,3,282.15999999999997,2,3,3,233,Others
CUST01453,76,4,382.92,4,4,4,444,High-Value Champions
CUST01454,303,2,188.91,2,1,1,211,At-Risk
CUST01455,7,3,288.34000000000003,5,3,3,533,Loyal Customers
CUST01456,152,2,190.03,3,1,2,312,One-Time Buyers
CUST01457,16,1,96.25,5,1,1,511,One-Time Buyers
CUST01458,153,5,481.06,3,5,5,355,Loyal Customers
CUST01459,13,4,386.01,5,4,4,544,High-Value Champions
CUST01460,407,3,283.36,1,3,3,133,Others
CUST01461,86,3,286.9,4,3,3,433,Loyal Customers
CUST01462,131,2,191.68,3,1,2,312,One-Time Buyers
CUST01463,63,4,381.26,4,4,4,444,High-Value Champions
CUST01464,124,2,190.56,3,1,2,312,One-Time Buyers
CUST01465,5,6,575.0699999999999,5,5,5,555,High-Value Champions
CUST01466,222,4,379.15,2,4,4,244,Others
CUST01467,152,2,190.7,3,1,2,312,One-Time Buyers
CUST01468,125,4,382.84000000000003,3,4,4,344,Loyal Customers
CUST01469,53,5,473.28999999999996,4,5,5,455,High-Value Champions
CUST01470,215,2,188.91,2,1,1,211,At-Risk
CUST01471,348,2,193.79000000000002,1,1,2,112,At-Risk
CUST01472,102,2,193.48000000000002,4,1,2,412,One-Time Buyers
CUST01473,133,6,575.36,3,5,5,355,Loyal Customers
CUST01474,380,4,381.58,1,4,4,144,Others
CUST01475,169,2,193.12,3,1,2,312,One-Time Buyers
CUST01476,236,4,378.67,2,4,4,244,Others
CUST01477,116,2,191.68,3,1,2,312,One-Time Buyers
CUST01478,141,3,285.22,3,3,3,333,Loyal Customers
CUST01479,10,6,570.5,5,5,5,555,High-Value Champions
CUST01480,42,3,286.9,5,3,3,533,Loyal Customers
CUST01481,96,3,286.32,4,3,3,433,Loyal Customers
CUST01482,13,5,476.98,5,5,5,555,High-Value Champions
CUST01483,439,2,190.34,1,1,2,112,At-Risk
CUST01484,70,5,476.9,4,5,5,455,High-Value Champions
CUST01485,103,2,190.78,4,1,2,412,One-Time Buyers
CUST01486,266,2,190.92000000000002,2,1,2,212,At-Risk
CUST01487,92,5,478.92,4,5,5,455,High-Value Champions
CUST01488,73,7,665.14,4,5,5,455,High-Value Champions
CUST01489,533,2,190.03,1,1,2,112,At-Risk
CUST01491,341,2,190.34,2,1,2,212,At-Risk
CUST01492,359,3,287.34000000000003,1,3,3,133,Others
CUST01493,12,3,285.92,5,3,3,533,Loyal Customers
CUST01494,233,3,284.94,2,3,3,233,Others
CUST01495,157,3,284.94,3,3,3,333,Loyal Customers
CUST01496,427,2,193.48000000000002,1,1,2,112,At-Risk
CUST01497,540,2,189.36,1,1,2,112,At-Risk
CUST01498,246,2,191.68,2,1,2,212,At-Risk
CUST01499,208,3,285.44,2,3,3,233,Others
CUST01500,364,2,190.34,1,1,2,112,At-Risk
CUST01501,35,3,286.14,5,3,3,533,Loyal Customers
CUST01502,491,1,96.56,1,1,1,111,At-Risk
CUST01503,307,3,282.14,2,3,2,232,Others
CUST01504,153,3,282.13,3,3,2,332,Loyal Customers
CUST01505,33,1,96.11,5,1,1,511,One-Time Buyers
CUST01506,125,7,664.37,3,5,5,355,Loyal Customers
CUST01507,99,2,190.7,4,1,2,412,One-Time Buyers
CUST01508,73,3,285.15999999999997,4,3,3,433,Loyal Customers
CUST01509,203,5,475.13,2,5,5,255,Others
CUST01510,290,3,289.59000000000003,2,3,4,234,Others
CUST01511,299,3,285.92,2,3,3,233,Others
CUST01512,673,1,96.25,1,1,1,111,At-Risk
CUST01513,203,6,573.3,2,5,5,255,Others
CUST01514,183,3,286.45,3,3,3,333,Loyal Customers
CUST01515,70,4,384.9,4,4,4,444,High-Value Champions
CUST01516,21,6,574.62,5,5,5,555,High-Value Champions
CUST01517,134,6,572.95,3,5,5,355,Loyal Customers
CUST01518,343,1,94.45,2,1,1,211,At-Risk
CUST01519,463,2,190.99,1,1,2,112,At-Risk
CUST01520,29,2,190.92000000000002,5,1,2,512,One-Time Buyers
CUST01521,145,3,283.58,3,3,3,333,Loyal Customers
CUST01522,412,3,286.14,1,3,3,133,Others
CUST01523,531,2,188.69,1,1,1,111,At-Risk
CUST01524,212,6,574.19,2,5,5,255,Others
CUST01525,326,2,191.01,2,1,2,212,At-Risk
CUST01526,21,5,479.26,5,5,5,555,High-Value Champions
CUST01527,282,2,189.12,2,1,1,211,At-Risk
CUST01528,127,4,382.7,3,4,4,344,Loyal Customers
CUST01529,245,2,191.13,2,1,2,212,At-Risk
CUST01530,209,2,190.99,2,1,2,212,At-Risk
CUST01531,263,1,96.56,2,1,1,211,At-Risk
CUST01532,193,3,285.02,3,3,3,333,Loyal Customers
CUST01533,114,5,478.49,4,5,5,455,High-Value Champions
CUST01534,32,3,288.61,5,3,3,533,Loyal Customers
CUST01535,411,1,97.23,1,1,1,111,At-Risk
CUST01536,88,2,187.47,4,1,1,411,One-Time Buyers
CUST01537,35,4,382.6,5,4,4,544,High-Value Champions
CUST01538,289,2,193.79000000000002,2,1,2,212,At-Risk
CUST01539,174,3,285.65999999999997,3,3,3,333,Loyal Customers
CUST01540,269,4,378.40999999999997,2,4,4,244,Others
CUST01541,28,2,192.36,5,1,2,512,One-Time Buyers
CUST01542,324,1,96.11,2,1,1,211,At-Risk
CUST01543,534,3,286.45,1,3,3,133,Others
